Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Satisfaction Score,Senior Citizen,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
43,4,42.41,867,3801,0,1,0,1,1,36.974575,-121.991149,0,78.9,1,0,0,0,1,1,1,0,1,1,36631,1,4,0,0,0,1,37,2976.95,30,1569.17,0.0,4576.12,0,0,1064,0
63,14,1.55,834,5795,0,0,0,1,2,32.85723,-117.209774,0,73.95,0,0,0,3,1,0,1,0,1,1,34902,0,3,0,0,0,0,34,2524.45,0,52.7,0.0,2577.15,0,1,362,1
64,23,10.67,42,5700,2,1,0,1,2,33.867593,-118.080637,1,109.25,1,0,8,0,1,0,1,1,0,1,16398,1,4,0,1,1,1,63,6841.4,0,672.21,0.0,7513.61,0,1,127,0
62,17,2.12,1011,4115,0,1,1,1,2,34.165783,-118.399795,1,93.8,1,0,1,0,1,0,0,1,0,1,27453,0,1,0,0,0,1,31,3019.5,50,65.72,0.0,3135.22,0,0,236,1
31,0,22.12,472,3663,0,0,0,0,3,38.766036,-120.209673,0,20.4,0,0,0,5,0,0,0,0,2,1,183,0,3,0,0,0,0,1,20.4,0,22.12,0.0,42.52,0,0,1383,1
30,26,44.57,120,3359,0,0,1,1,0,34.174215,-118.345928,1,70.3,0,2,6,0,1,1,1,1,1,1,29245,1,3,0,1,1,0,24,1706.45,0,1069.68,0.0,2776.13,0,1,229,0
73,30,5.75,541,2645,1,1,1,1,0,34.066303,-118.435479,0,70.15,0,0,0,3,1,0,1,0,1,1,44150,1,3,1,0,0,1,38,2497.35,0,218.5,0.0,2715.85,0,1,20,1
49,21,41.4,124,4029,2,0,0,1,0,38.183918,-120.898817,1,59.85,0,0,7,2,1,1,0,1,0,1,27,1,3,0,0,0,0,60,3483.45,0,2484.0,0.0,5967.45,0,1,1114,0
55,18,4.32,1078,5444,2,1,1,1,2,38.888351,-123.239647,1,110.6,1,0,7,0,1,0,1,1,1,1,335,1,3,0,1,1,1,72,7962.2,0,311.04,0.0,8273.24,0,1,1256,0
71,27,40.19,758,2656,2,0,0,1,2,34.042286,-117.756106,1,85.35,1,1,7,4,0,0,0,1,0,1,69974,0,5,1,0,0,1,22,1961.6,0,884.18,0.0,2845.78,0,1,266,0
19,27,13.16,870,4983,1,1,0,1,2,34.818227,-120.418784,0,110.45,1,0,0,0,1,0,0,0,1,1,37364,1,4,0,1,1,1,30,3327.05,0,394.8,0.0,3721.85,1,1,714,0
77,25,38.32,57,5348,1,1,0,1,2,34.098275,-117.967399,1,94.4,0,0,2,0,1,1,0,1,0,1,76890,0,4,1,1,1,0,65,6126.15,0,2490.8,0.0,8616.95,0,1,239,0
40,15,9.72,328,6317,2,1,0,1,0,39.531028,-121.24807,1,80.85,1,2,5,1,1,1,0,1,0,1,452,1,4,0,1,1,0,72,5824.75,10,699.84,0.0,6534.59,0,0,1447,0
36,20,39.9,716,3443,0,0,0,1,0,34.13946,-118.166649,0,45.3,0,0,0,5,0,0,1,0,1,1,10253,0,2,0,0,0,0,4,196.95,0,159.6,0.0,356.55,0,1,173,1
55,29,0.0,1051,5941,1,1,0,1,1,33.976678,-118.065875,0,49.45,0,2,0,0,0,0,1,0,1,0,32148,0,3,0,1,1,1,22,1031.4,0,0.0,0.0,1031.4,0,1,115,0
26,0,45.13,837,4868,0,0,1,0,3,37.720498,-122.443119,0,25.05,1,0,0,5,0,0,1,0,0,1,73117,0,5,0,0,0,0,7,152.95,0,315.91,0.0,468.86,1,0,880,0
31,0,27.7,97,5390,1,0,0,0,3,35.523991,-118.400432,1,19.15,0,1,0,2,0,0,0,1,1,1,1954,0,3,0,0,0,0,55,998.1,0,1523.5,0.0,2521.6,0,0,624,0
62,0,10.32,213,4116,2,0,0,0,3,37.943954,-120.67108,0,18.7,0,0,0,2,0,0,0,0,2,1,2633,0,5,0,0,0,0,53,1005.7,0,546.96,0.0,1552.66,0,0,1117,0
64,13,22.41,492,4022,1,1,1,1,2,33.655421,-117.391751,0,116.25,1,0,0,3,1,1,0,0,1,1,38519,1,3,0,1,1,1,34,3899.05,0,761.94,0.0,4660.99,0,1,483,0
20,48,8.3,145,3652,0,0,0,1,1,38.233879,-120.861666,1,59.8,0,0,3,0,1,0,1,1,1,1,75,0,3,0,1,1,0,19,1130.85,0,157.7,0.0,1288.55,1,1,1115,0
32,18,42.55,532,4741,0,0,0,1,2,33.794209,-118.317354,0,78.1,0,0,0,4,0,0,0,0,0,1,21065,0,3,0,1,1,0,12,947.3,0,510.6,0.0,1457.9,0,1,136,1
43,25,6.68,154,4135,1,1,0,1,2,36.977025,-121.952864,1,110.5,0,0,1,0,1,1,0,1,0,1,9673,1,3,0,1,1,1,53,5835.5,0,354.04,0.0,6189.54,0,1,1043,0
40,20,12.54,834,5964,0,0,1,1,2,32.886925,-117.152162,0,80.85,0,0,0,0,0,0,1,0,0,1,74232,0,1,0,1,1,0,13,1008.7,0,163.02,0.0,1171.72,0,1,365,1
35,0,32.54,216,5535,0,0,0,0,3,33.762351,-117.488725,0,20.15,0,0,0,5,0,0,0,0,1,1,13188,0,4,0,0,0,0,4,84.5,0,130.16,0.0,214.66,0,0,589,0
21,0,35.46,32,2011,2,0,1,0,3,34.424926,-117.184503,1,19.75,0,0,1,2,0,0,1,1,0,1,28819,0,4,0,0,0,0,41,899.45,0,1453.86,0.0,2353.31,1,0,421,0
40,15,41.03,139,3407,0,1,0,1,2,34.205504,-118.993111,1,95.15,1,1,2,0,1,0,1,1,0,1,24945,0,3,0,1,1,0,37,3532.85,0,1518.11,0.0,5050.96,0,1,596,0
33,12,3.47,415,3459,2,1,0,1,1,37.394536,-120.890747,0,74.45,0,0,0,2,0,0,0,0,1,1,7177,1,3,0,1,1,1,47,3510.3,0,163.09,0.0,3673.39,0,1,1153,0
27,48,10.4,541,5822,0,1,1,1,2,34.028331,-118.354338,0,105.5,0,0,0,0,0,1,1,0,0,1,46984,1,3,0,1,1,1,25,2686.05,0,260.0,0.0,2946.05,1,1,13,0
73,6,30.17,834,5536,0,0,1,1,2,32.825086,-117.199424,0,93.55,1,0,0,5,0,0,1,0,0,1,51213,0,1,1,1,0,1,1,93.55,0,30.17,0.0,123.72,0,1,357,1
39,0,31.37,664,2056,2,0,0,0,3,34.238208,-118.55029,1,19.1,0,0,1,0,0,0,0,1,1,1,25751,0,3,0,0,0,0,40,780.1,0,1254.8,45.6,1989.3,0,0,196,0
44,22,17.18,1072,4110,0,0,0,1,1,38.71967,-121.862416,0,56.25,0,0,0,5,1,1,0,0,0,1,38547,0,1,0,0,0,0,6,389.1,0,103.08,0.0,492.18,0,1,1375,1
28,48,46.9,692,4847,1,0,1,1,2,39.748037,-122.302169,1,100.55,1,0,7,0,0,1,1,1,0,1,13706,0,3,0,1,1,1,56,5514.95,0,2626.4,0.0,8141.35,1,1,1467,0
24,47,6.36,248,4736,1,0,0,1,2,35.772244,-119.209689,1,103.25,1,0,1,2,1,1,1,1,1,1,37280,0,1,0,1,1,1,48,5037.55,0,305.28,0.0,5342.83,1,1,630,1
20,48,41.15,1012,4620,1,1,0,1,2,34.39583,-117.734568,1,107.0,1,0,7,2,1,1,1,1,1,1,413,1,4,0,1,1,0,59,6152.3,0,2427.85,0.0,8580.15,1,0,750,0
36,17,13.14,539,4273,2,1,1,1,2,34.758699,-120.275839,0,109.2,0,0,0,0,1,1,0,0,1,1,1328,1,4,0,1,1,1,63,7049.75,0,827.82,0.0,7877.57,0,1,703,0
62,29,20.1,937,4830,0,0,0,1,1,37.946282,-121.139499,0,60.25,1,0,0,0,0,0,1,0,0,1,23789,0,4,0,0,0,1,3,170.5,70,60.3,0.0,300.8,0,0,1108,0
54,20,5.32,834,2683,0,1,0,1,2,32.85723,-117.209774,0,80.6,1,0,0,0,0,0,0,0,1,1,34902,0,1,0,0,0,0,2,155.8,0,10.64,0.0,166.44,0,1,362,1
48,0,11.81,880,6440,2,0,0,0,3,41.737962,-123.07557,1,19.85,0,3,9,2,0,0,1,1,1,1,88,0,4,0,0,0,0,58,1158.85,0,684.98,0.0,1843.83,0,0,1547,0
46,14,10.23,604,6034,2,0,0,1,0,36.696759,-119.024051,1,59.8,0,0,7,0,0,0,1,1,1,1,571,1,5,0,0,0,1,65,3808.2,0,664.95,0.0,4473.15,0,1,780,0
40,8,36.47,398,2994,1,0,0,1,1,33.798266,-118.300237,0,56.3,1,0,0,2,1,0,1,0,1,1,24660,0,5,0,0,0,0,41,2364.0,0,1495.27,0.0,3859.27,0,1,131,0
51,18,48.02,941,3363,2,0,0,1,2,39.58458,-121.093256,1,95.2,0,0,3,0,0,0,1,1,1,1,101,1,5,0,1,1,1,45,4285.8,50,2160.9,43.95,6452.75,0,0,1480,0
62,18,26.51,834,4971,0,0,0,1,2,32.886925,-117.152162,1,89.45,0,0,3,5,0,0,0,1,0,1,74232,0,2,0,1,1,1,9,853.1,0,238.59,0.0,1091.69,0,1,365,1
27,42,49.88,659,5427,1,1,0,1,1,38.671295,-121.388251,1,65.65,0,0,6,2,1,0,1,1,0,1,32202,0,3,0,1,1,0,48,3094.65,0,2394.24,0.0,5488.89,1,1,1344,0
62,0,30.09,74,4836,2,0,0,0,3,37.878554,-122.26609,1,20.35,0,3,9,0,0,0,0,1,1,1,10147,0,5,0,0,0,0,1,20.35,0,30.09,0.0,50.44,0,0,995,0
69,23,20.78,834,4309,2,1,0,1,2,32.707892,-117.05512,1,96.55,0,1,9,0,0,0,1,1,0,1,66838,0,5,1,1,1,1,24,2263.45,0,498.72,0.0,2762.17,0,1,354,0
39,27,24.51,865,4544,0,1,0,1,2,37.351214,-121.952417,1,97.35,1,0,3,0,1,0,1,1,0,1,36349,0,2,0,0,0,1,36,3457.9,0,882.36,4.96,4335.3,0,1,1060,1
62,0,32.05,830,4673,2,0,0,0,3,34.142747,-117.300864,0,25.0,1,1,0,2,0,0,1,0,1,1,24644,0,4,0,0,0,0,61,1498.35,0,1955.05,0.0,3453.4,0,0,469,0
34,0,39.37,827,4865,1,0,1,0,3,38.196497,-120.61689,0,24.05,1,0,0,2,0,0,0,0,0,1,3930,0,3,0,0,0,0,53,1301.9,0,2086.61,0.0,3388.51,0,0,1128,0
25,51,11.47,873,3654,0,0,0,1,1,38.460517,-122.790335,1,58.7,0,2,9,5,1,0,1,1,1,1,36125,0,3,0,0,0,1,3,168.6,0,34.41,0.0,203.01,1,1,1196,0
61,27,46.1,1013,6468,2,1,1,1,1,34.202494,-118.448048,0,88.55,1,0,0,0,1,1,0,0,1,1,51348,1,4,0,1,1,1,72,6362.35,0,3319.2,0.0,9681.55,0,1,221,0
48,0,27.3,974,6094,2,0,1,0,3,34.191842,-118.822796,0,20.0,0,0,0,2,0,0,0,0,1,1,33057,0,3,0,0,0,0,54,1149.65,0,1474.2,0.0,2623.85,0,0,213,0
74,16,11.32,372,3273,0,0,0,1,2,38.749466,-121.184196,1,91.95,1,0,0,3,1,0,1,1,1,1,20675,0,5,1,0,0,1,36,3301.05,0,407.52,17.76,3690.81,0,1,1391,0
58,30,46.17,392,2007,0,0,0,1,2,37.147198,-121.120161,0,70.1,0,0,0,5,0,0,1,0,0,1,7872,0,3,0,0,0,0,1,70.1,0,46.17,0.0,116.27,0,1,1151,1
34,53,8.69,553,3457,0,1,0,1,2,33.923573,-118.200669,1,75.15,0,5,1,0,0,0,1,1,0,1,69850,0,1,0,0,0,0,7,496.9,0,60.83,0.0,557.73,0,1,80,1
41,6,0.0,519,3605,0,0,1,1,1,38.047746,-121.030499,0,31.35,0,0,0,5,1,0,1,0,2,0,3148,0,2,0,0,0,0,1,31.35,80,0.0,0.0,111.35,0,0,1121,1
37,19,0.0,867,3424,1,0,0,1,1,37.007882,-122.065975,0,40.3,0,0,0,0,1,1,1,0,0,0,4563,1,3,0,0,0,0,39,1630.4,0,0.0,0.0,1630.4,0,1,1065,0
48,13,28.8,834,5897,0,0,1,1,0,32.825086,-117.199424,0,74.95,1,0,0,0,0,0,1,0,0,1,51213,0,3,0,0,0,0,23,1710.45,0,662.4,0.0,2372.85,0,1,357,1
50,5,41.38,1058,3167,0,0,0,1,1,38.392686,-120.415951,0,54.2,0,0,0,0,0,0,1,0,0,1,435,0,4,0,0,0,1,3,140.4,0,124.14,0.0,264.54,0,1,1134,0
61,0,33.13,4,2024,1,0,0,0,3,34.129058,-118.759788,0,19.65,0,0,0,4,0,0,0,0,0,1,25303,0,3,0,0,0,0,13,244.8,0,430.69,0.0,675.49,0,0,186,0
63,17,25.17,541,4989,0,0,0,1,2,34.070291,-118.349191,0,75.35,1,0,0,0,0,0,1,0,0,1,32901,0,3,0,0,0,0,7,564.65,0,176.19,0.0,740.84,0,1,31,0
57,12,25.79,74,4103,0,1,0,1,0,37.863843,-122.275684,1,94.4,1,0,1,4,0,1,0,1,0,1,19763,0,1,0,0,0,1,17,1607.2,0,438.43,0.0,2045.63,0,1,989,1
68,9,0.0,347,4095,0,0,0,1,0,38.493888,-122.777141,0,25.7,0,0,0,0,0,0,1,0,2,0,476,0,1,1,0,0,0,1,25.7,0,0.0,0.0,25.7,0,1,1219,1
35,0,27.66,64,2717,2,0,1,0,3,39.125311,-121.392283,0,19.15,0,0,0,0,0,0,0,0,1,1,5654,0,3,0,0,0,0,17,343.45,0,470.22,28.63,785.04,0,0,1425,0
28,0,38.73,460,5586,1,0,1,0,3,35.852892,-118.397782,0,20.1,0,0,0,4,0,0,0,0,1,1,1873,0,5,0,0,0,0,18,401.85,0,697.14,0.0,1098.99,1,0,642,0
34,0,29.14,344,4580,0,0,0,0,3,36.78979,-119.929894,1,19.6,0,0,1,0,0,0,0,1,1,1,60889,0,4,0,0,0,0,4,93.45,0,116.56,0.0,210.01,0,0,812,0
40,13,40.28,1063,4583,0,0,1,1,2,32.852947,-114.850784,1,106.05,1,1,1,1,1,1,1,1,0,1,3663,0,4,0,1,1,1,70,7554.05,0,2819.6,0.0,10373.65,0,1,415,0
50,17,46.5,965,4093,0,0,1,1,2,40.021787,-122.127576,0,93.2,0,0,0,0,1,0,1,0,1,1,405,0,4,0,1,1,1,22,2157.3,0,1023.0,0.0,3180.3,0,1,1551,0
33,56,26.09,125,5447,0,1,0,1,2,39.449794,-121.936372,1,106.9,0,3,1,0,0,1,1,1,0,1,303,1,3,0,1,1,1,35,3756.45,150,913.15,34.47,4785.13,0,0,1433,0
37,0,20.96,1051,2269,1,0,0,0,3,33.945318,-117.992066,1,20.55,0,0,10,0,0,0,1,1,1,1,19109,0,4,0,0,0,0,27,583.3,0,565.92,0.0,1149.22,0,0,112,0
47,0,46.91,427,3636,0,0,0,0,3,33.666301,-117.969501,1,20.2,0,2,6,0,0,0,0,1,2,1,56517,0,4,0,0,0,0,19,382.2,0,891.29,0.0,1273.49,0,0,526,0
27,59,20.44,798,2827,0,0,1,1,2,37.921034,-122.341798,0,94.25,0,0,0,0,0,1,1,0,0,1,39089,0,1,0,1,1,1,16,1483.25,140,327.04,0.0,1950.29,1,0,999,1
44,25,38.02,837,5176,0,0,0,1,2,37.721052,-122.413573,0,75.1,0,0,0,0,1,0,0,0,0,1,40137,0,5,0,0,0,0,16,1212.85,0,608.32,0.0,1821.17,0,1,896,0
40,29,0.0,140,5224,2,1,0,1,0,35.591387,-121.032256,1,58.25,0,0,2,1,1,0,0,1,0,0,6526,1,5,0,1,1,1,71,4145.9,0,0.0,0.0,4145.9,0,1,695,0
41,6,30.04,362,3565,0,0,1,1,1,34.119363,-117.855059,0,43.9,0,0,0,5,0,0,0,0,1,1,25135,0,5,0,0,0,0,7,278.4,0,210.28,0.0,488.68,0,1,251,0
47,53,26.35,963,4667,2,1,1,1,1,32.587557,-116.636816,1,86.9,1,3,9,0,0,1,0,1,0,1,91,1,3,0,1,1,1,69,6194.1,0,1818.15,0.0,8012.25,0,1,306,0
50,17,14.35,634,2650,0,0,0,1,2,37.388349,-122.075299,0,76.1,1,0,0,0,0,0,0,0,0,1,13483,0,4,0,0,0,0,3,257.6,0,43.05,0.0,300.65,0,1,856,0
33,10,29.03,337,3916,0,0,0,1,2,35.349241,-116.770281,1,71.65,0,1,5,0,0,0,1,1,0,1,9465,0,3,0,0,0,0,2,135.75,0,58.06,0.0,193.81,0,1,423,0
21,59,14.86,999,5308,2,1,0,1,0,38.805481,-120.13287,0,82.45,0,0,0,1,1,1,1,0,1,1,25,1,3,0,1,1,1,68,5646.6,90,1010.48,0.0,6747.08,1,0,1388,0
63,26,5.65,842,3476,0,1,1,1,2,36.600193,-120.153393,1,84.05,0,1,10,0,0,0,1,1,1,1,4318,0,3,0,0,0,1,34,2909.95,0,192.1,0.0,3102.05,0,1,794,0
71,6,21.67,843,5271,1,0,1,1,0,37.327069,-121.916819,1,60.05,1,0,1,0,0,1,1,1,0,1,27023,1,1,1,0,0,0,53,3229.65,100,1148.51,0.0,4478.16,0,0,1085,1
24,76,49.61,159,4705,1,0,1,1,1,36.554618,-121.922239,0,75.0,0,0,0,0,0,1,0,0,0,1,2966,1,3,0,1,1,1,26,1908.35,0,1289.86,0.0,3198.21,1,1,822,0
46,3,0.0,837,2734,0,0,1,1,0,37.736535,-122.45732,0,29.6,0,0,0,5,1,0,1,0,0,0,20643,0,1,0,0,0,0,3,79.45,0,0.0,0.0,79.45,0,1,890,1
20,0,38.97,847,2616,0,0,0,0,3,37.676249,-122.132415,0,25.45,1,3,0,5,0,0,1,0,1,1,26240,0,5,0,0,0,0,4,84.2,0,155.88,0.0,240.08,1,0,961,0
20,26,34.14,864,5720,0,1,0,1,2,34.437945,-119.77191,1,105.5,1,0,7,0,1,0,1,1,0,1,15757,0,1,0,1,1,1,65,6985.65,0,2219.1,0.0,9204.75,1,1,617,1
21,30,42.98,853,4626,0,1,0,1,1,37.556634,-122.317723,1,61.15,0,3,1,4,1,1,0,1,1,1,23393,0,1,0,0,0,0,22,1422.05,80,945.56,0.0,2447.61,1,0,903,1
48,0,4.09,793,2507,0,0,0,0,3,36.636638,-119.421842,0,20.3,0,0,0,0,0,0,0,0,1,1,25923,0,5,0,0,0,0,1,20.3,0,4.09,0.0,24.39,0,0,791,0
62,0,36.16,233,2654,2,0,1,0,3,34.019323,-118.391902,0,20.85,0,2,0,0,0,0,0,0,1,1,15195,0,4,0,0,0,0,19,467.5,0,687.04,0.0,1154.54,0,0,68,0
30,76,12.59,26,3477,0,1,1,1,0,34.1678,-116.86433,0,53.45,0,0,0,0,0,1,0,0,0,1,301,0,4,0,0,0,0,2,119.5,0,25.18,0.0,144.68,0,1,420,0
47,6,1.13,923,5086,0,0,1,1,2,38.911577,-120.106169,0,90.85,0,0,0,5,0,0,1,0,0,1,33038,0,3,0,1,1,1,1,90.85,0,1.13,0.0,91.98,0,1,1593,1
48,30,47.45,945,4722,0,1,0,1,1,34.420998,-119.60137,0,65.2,1,0,0,0,0,0,1,0,1,1,576,0,1,0,1,1,0,16,1043.35,0,759.2,0.0,1802.55,0,1,611,1
61,30,21.84,1050,4703,2,0,0,1,1,40.637105,-121.906949,1,74.55,1,3,9,0,1,1,0,1,1,1,843,1,3,0,0,0,1,72,5430.65,0,1572.48,0.0,7003.13,0,1,1556,0
52,19,6.85,396,4463,2,1,0,1,1,36.29223,-119.622676,1,70.45,1,1,8,1,1,1,1,1,0,1,53204,1,3,0,0,0,0,72,5165.7,0,493.2,0.0,5658.9,0,1,639,0
22,27,0.0,374,4283,2,0,1,1,0,38.434362,-122.86891,1,49.65,0,0,8,0,1,0,0,1,1,0,390,0,4,0,1,1,1,49,2409.9,0,0.0,0.0,2409.9,1,1,1223,0
24,73,39.92,670,2165,0,0,0,1,2,34.19225,-118.776874,0,80.0,0,0,0,0,0,0,1,0,0,1,14814,0,4,0,0,0,1,8,624.6,0,319.36,0.0,943.96,1,1,216,0
30,0,8.21,613,5409,2,0,0,0,3,34.072121,-117.698319,1,24.25,1,0,1,0,0,0,1,1,1,1,34447,0,5,0,0,0,0,71,1732.95,0,582.91,0.0,2315.86,0,0,263,0
44,3,10.13,880,4120,1,1,1,1,2,41.737962,-123.07557,1,94.65,1,0,1,2,1,0,1,1,0,1,88,0,4,0,0,0,1,46,4312.5,0,465.98,0.0,4778.48,0,1,1547,0
44,53,0.0,860,5880,0,0,0,1,1,35.746484,-121.223355,0,29.65,0,3,0,0,1,0,0,0,2,0,471,0,3,0,0,0,0,3,90.05,0,0.0,0.0,90.05,0,1,711,0
80,18,0.0,550,2061,0,0,1,1,0,39.141934,-122.770679,1,40.05,0,2,5,0,0,1,0,1,2,0,3002,0,1,1,1,0,0,22,880.2,0,0.0,0.0,880.2,0,1,1235,1
56,0,2.15,443,3078,0,0,1,0,3,36.385818,-119.224243,1,20.35,0,0,3,0,0,0,0,1,0,1,4517,0,4,0,0,0,0,37,697.65,0,79.55,45.07,732.13,0,0,641,0
60,26,49.61,677,4446,1,0,1,1,2,33.351059,-117.420557,0,89.2,0,0,0,3,0,1,1,0,0,1,98239,1,4,0,1,1,0,35,3251.3,0,1736.35,0.0,4987.65,0,1,325,0
40,20,38.32,416,5877,0,0,0,1,1,34.983808,-117.239306,0,50.3,1,0,0,0,0,0,1,0,0,1,1933,0,3,0,0,0,0,18,913.3,0,689.76,0.0,1603.06,0,1,445,0
22,52,14.75,873,4271,0,0,1,1,2,38.394091,-122.739814,1,105.5,1,1,8,2,1,1,1,1,0,1,30876,0,4,0,1,1,1,62,6487.2,150,914.5,0.0,7551.7,1,0,1200,0
45,0,30.07,835,2687,0,0,0,0,3,34.102119,-117.815532,1,19.55,0,0,1,0,0,0,1,1,1,1,33878,0,3,0,0,0,0,31,658.95,0,932.17,0.0,1591.12,0,0,270,1
35,53,45.61,708,3202,0,0,1,1,1,37.444314,-122.149996,0,50.3,0,3,0,0,0,1,1,0,1,1,16198,0,3,0,0,0,0,17,846.8,0,775.37,0.0,1622.17,0,1,897,0
61,16,44.97,202,5755,0,0,1,1,2,37.212191,-119.749323,0,82.3,0,0,0,0,0,1,1,0,1,1,9395,1,4,0,0,0,0,3,214.4,20,134.91,0.0,369.31,0,0,763,0
48,0,34.79,535,3040,2,0,1,0,3,33.830099,-118.182239,1,25.1,1,1,9,0,0,0,0,1,1,1,31556,0,3,0,0,0,0,36,930.95,0,1252.44,0.0,2183.39,0,0,152,0
21,42,1.28,541,2142,0,0,0,1,2,34.049841,-118.33846,0,74.6,1,0,0,5,0,0,1,0,1,1,67520,0,5,0,0,0,0,8,548.9,0,10.24,0.0,559.14,1,1,16,0
63,0,10.46,624,6059,2,0,1,0,3,34.097863,-116.594561,1,25.35,1,1,6,1,0,0,0,1,1,1,3499,0,3,0,0,0,0,70,1715.15,0,732.2,0.0,2447.35,0,0,397,0
25,71,33.88,790,4495,2,1,1,1,2,40.142256,-123.852927,0,116.2,1,0,0,1,1,1,0,0,1,1,1851,1,2,0,1,1,1,67,7752.3,0,2269.96,0.0,10022.26,1,1,1285,1
31,9,0.0,966,4909,0,0,0,1,1,33.507255,-117.029473,0,24.45,0,0,0,5,0,0,1,0,0,0,46171,0,1,0,0,0,0,4,86.6,0,0.0,0.0,86.6,0,1,510,1
64,9,13.64,834,5148,0,0,0,1,2,32.825086,-117.199424,1,90.9,1,0,1,4,1,0,1,1,0,1,51213,0,2,0,1,1,0,14,1259.0,0,190.96,0.0,1449.96,0,1,357,1
33,9,47.89,843,3981,0,0,1,1,2,37.311088,-121.961786,1,98.85,1,0,3,0,1,0,1,1,1,1,29914,0,4,0,1,1,1,32,3145.9,0,1532.48,0.0,4678.38,0,1,1076,0
49,0,2.85,608,5566,0,0,0,0,3,37.716186,-121.025836,0,19.4,0,0,0,0,0,0,0,0,1,1,26055,0,3,0,0,0,0,1,19.4,0,2.85,0.0,22.25,0,0,1174,0
24,0,20.29,634,3926,0,0,1,0,3,37.380662,-122.086022,0,19.75,0,0,0,4,0,0,0,0,1,1,32143,0,3,0,0,0,0,10,208.25,0,202.9,0.0,411.15,1,0,855,0
56,10,30.35,311,2444,0,0,1,1,2,33.362575,-117.299644,0,78.85,1,0,0,4,1,0,1,0,1,1,42239,0,5,0,0,0,0,22,1600.25,50,667.7,0.0,2317.95,0,0,320,0
55,9,33.37,196,5115,2,1,1,1,1,38.227285,-121.02789,1,76.1,1,0,4,1,1,0,0,1,1,1,722,1,4,0,0,0,1,70,5264.25,110,2335.9,0.0,7710.15,0,0,1116,0
38,25,32.22,61,6378,2,1,1,1,2,34.965648,-117.001509,1,104.9,1,3,6,1,1,1,1,1,1,1,31293,1,4,0,1,1,0,72,7732.65,0,2319.84,0.0,10052.49,0,1,424,0
77,25,30.11,334,4140,2,0,1,1,2,41.232128,-123.194748,0,69.35,0,0,0,0,0,0,0,0,0,1,170,0,3,1,0,0,0,4,261.65,0,120.44,0.0,382.09,0,1,1513,0
57,11,11.32,13,4131,1,0,0,1,1,33.571259,-117.731917,0,59.9,0,0,0,3,1,1,1,0,0,1,41237,1,3,0,0,0,0,28,1654.7,0,316.96,0.0,1971.66,0,1,533,0
64,0,23.81,803,6019,2,0,1,0,3,38.954144,-121.482536,0,25.3,1,3,0,1,0,0,1,0,1,1,947,0,4,0,0,0,0,66,1673.8,0,1571.46,0.0,3245.26,0,0,1357,0
44,13,15.76,660,2451,0,0,1,1,1,34.238802,-118.482296,0,44.9,0,0,0,5,0,0,1,0,1,1,57017,0,3,0,0,0,0,1,44.9,0,15.76,0.0,60.66,0,1,203,0
21,71,14.6,476,4415,0,0,1,1,2,33.940619,-117.9513,0,74.4,1,2,0,5,0,0,1,0,0,1,67354,0,1,0,0,1,0,3,229.55,0,43.8,8.74,264.61,1,1,120,1
22,0,36.37,946,2299,2,0,1,0,3,33.739412,-117.173334,1,25.35,1,2,3,0,0,0,0,1,1,1,8692,0,4,0,0,0,0,10,253.5,0,363.7,0.0,617.2,1,0,505,0
36,0,14.27,157,3977,1,0,1,0,3,33.098018,-117.258203,1,18.8,0,0,5,0,0,0,0,1,1,1,43161,0,4,0,0,0,0,15,294.95,0,214.05,0.0,509.0,0,0,311,0
46,17,0.0,974,5041,2,1,1,1,1,34.191842,-118.822796,1,45.25,0,0,11,1,1,1,0,1,1,0,33057,1,4,0,0,0,0,72,3139.8,0,0.0,0.0,3139.8,0,1,213,0
22,0,31.93,926,5730,2,0,1,0,3,36.624641,-121.647195,0,19.9,0,1,0,0,0,0,0,0,1,1,407,0,4,0,0,0,0,72,1529.65,0,2298.96,0.0,3828.61,1,0,838,0
50,18,44.76,156,2667,1,0,1,1,1,40.497283,-123.93037,0,70.95,1,0,0,2,0,1,1,0,0,1,1072,1,3,0,1,1,0,48,3629.2,0,2148.48,0.0,5777.68,0,1,1267,0
30,59,41.78,608,2632,0,0,0,1,1,37.672906,-120.946594,0,44.9,0,0,0,5,0,0,1,0,0,1,47613,0,2,0,0,0,0,1,44.9,0,41.78,0.0,86.68,0,1,1173,1
32,13,33.62,981,4780,0,0,0,1,2,33.840399,-118.353714,1,87.8,0,2,1,0,0,0,1,1,1,1,41979,0,4,0,1,1,1,29,2621.75,0,974.98,0.0,3596.73,0,1,107,0
29,73,36.75,834,5530,0,0,1,1,2,32.825086,-117.199424,1,91.85,1,0,0,0,1,0,1,1,0,1,51213,0,3,0,0,1,1,65,5940.85,0,2388.75,0.0,8329.6,1,1,357,1
37,21,39.85,955,4525,0,0,0,1,2,38.432145,-120.77069,0,75.75,1,0,0,0,0,0,1,0,2,1,4610,0,5,0,0,0,0,10,777.3,0,398.5,0.0,1175.8,0,1,1365,0
